service_id,route_id,trip_id,direction_id,trip_headsign,block_id
SA,GREEN,SA_101513,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101514,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101515,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101516,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101517,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101518,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101519,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101520,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101521,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101522,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101523,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101524,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101525,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101526,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101527,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101528,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101529,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101530,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101531,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101532,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101533,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101534,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101535,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101536,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101537,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101538,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101539,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101540,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101541,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101542,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101543,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101546,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101552,1,Mahatma Gandhi Bus Station,SA_20201
SA,RED,SA_103533,0,L. B. Nagar,SA_10501
SA,RED,SA_103535,0,L. B. Nagar,SA_10601
SA,RED,SA_103537,0,L. B. Nagar,SA_10701
SA,RED,SA_103539,0,L. B. Nagar,SA_10801
SA,RED,SA_103541,0,L. B. Nagar,SA_10901
SA,RED,SA_103542,1,Miyapur,SA_10901
SA,RED,SA_103543,0,L. B. Nagar,SA_11001
SA,RED,SA_103544,1,Miyapur,SA_11001
SA,RED,SA_103550,1,Miyapur,SA_10101
SA,RED,SA_103585,0,L. B. Nagar,SA_11101
SA,RED,SA_103586,1,Miyapur,SA_11101
SA,RED,SA_103587,0,L. B. Nagar,SA_10101
SA,RED,SA_103588,1,Miyapur,SA_10101
SA,RED,SA_103589,0,L. B. Nagar,SA_11201
SA,RED,SA_103590,1,Miyapur,SA_11201
SA,RED,SA_103591,0,L. B. Nagar,SA_10201
SA,RED,SA_103592,1,Miyapur,SA_10201
SA,RED,SA_103593,0,L. B. Nagar,SA_10301
SA,RED,SA_103594,1,Miyapur,SA_10301
SA,RED,SA_103595,0,L. B. Nagar,SA_10401
SA,RED,SA_103596,1,Miyapur,SA_10401
SA,RED,SA_103597,0,L. B. Nagar,SA_11301
SA,RED,SA_103598,1,Miyapur,SA_11301
SA,RED,SA_103599,0,L. B. Nagar,SA_10501
SA,RED,SA_103600,1,Miyapur,SA_10501
SA,RED,SA_104418,1,Miyapur,SA_10201
SA,RED,SA_104419,1,Miyapur,SA_10301
SA,RED,SA_104421,1,Miyapur,SA_10501
SA,RED,SA_104422,1,Miyapur,SA_10601
SA,RED,SA_104423,1,Miyapur,SA_10701
SA,RED,SA_104424,1,Miyapur,SA_10801
SA,RED,SA_104426,1,Miyapur,SA_10401
SA,RED,SA_110851,1,Miyapur,SA_11601
SA,RED,SA_112489,0,L. B. Nagar,SA_11401
SA,RED,SA_112490,1,Miyapur,SA_11401
SA,RED,SA_112491,0,L. B. Nagar,SA_10601
SA,RED,SA_112492,1,Miyapur,SA_10601
SA,RED,SA_112493,0,L. B. Nagar,SA_11501
SA,RED,SA_112494,1,Miyapur,SA_11501
SA,RED,SA_112495,0,L. B. Nagar,SA_10701
SA,RED,SA_112496,1,Miyapur,SA_10701
SA,RED,SA_112497,0,L. B. Nagar,SA_11601
SA,RED,SA_112498,1,Miyapur,SA_11601
SA,RED,SA_112499,0,L. B. Nagar,SA_11701
SA,RED,SA_112500,1,Miyapur,SA_11701
SA,RED,SA_112501,0,L. B. Nagar,SA_10801
SA,RED,SA_112502,1,Miyapur,SA_10801
SA,RED,SA_112503,0,L. B. Nagar,SA_11801
SA,RED,SA_112504,1,Miyapur,SA_11801
SA,RED,SA_112505,0,L. B. Nagar,SA_10901
SA,RED,SA_112506,1,Miyapur,SA_10901
SA,RED,SA_112507,0,L. B. Nagar,SA_11901
SA,RED,SA_112508,1,Miyapur,SA_11901
SA,RED,SA_112509,0,L. B. Nagar,SA_11001
SA,RED,SA_112510,1,Miyapur,SA_11001
SA,RED,SA_112511,0,L. B. Nagar,SA_12001
SA,RED,SA_112512,1,Miyapur,SA_12001
SA,RED,SA_112513,0,L. B. Nagar,SA_11101
SA,RED,SA_112514,1,Miyapur,SA_11101
SA,RED,SA_112515,0,L. B. Nagar,SA_10101
SA,RED,SA_112516,1,Miyapur,SA_10101
SA,RED,SA_112517,0,L. B. Nagar,SA_12101
SA,RED,SA_112518,1,Miyapur,SA_12101
SA,RED,SA_112519,0,L. B. Nagar,SA_11201
SA,RED,SA_112520,1,Miyapur,SA_11201
SA,RED,SA_112521,0,L. B. Nagar,SA_10201
SA,RED,SA_112522,1,Miyapur,SA_10201
SA,RED,SA_112523,0,L. B. Nagar,SA_12201
SA,RED,SA_112524,1,Miyapur,SA_12201
SA,RED,SA_112525,0,L. B. Nagar,SA_10301
SA,RED,SA_112526,1,Miyapur,SA_10301
SA,RED,SA_112527,0,L. B. Nagar,SA_10401
SA,RED,SA_112528,1,Miyapur,SA_10401
SA,RED,SA_112529,0,L. B. Nagar,SA_12301
SA,RED,SA_112530,1,Miyapur,SA_12301
SA,RED,SA_112531,0,L. B. Nagar,SA_11301
SA,RED,SA_112532,1,Miyapur,SA_11301
SA,RED,SA_112533,0,L. B. Nagar,SA_10501
SA,RED,SA_112534,1,Miyapur,SA_10501
SA,RED,SA_112535,0,L. B. Nagar,SA_11401
SA,RED,SA_112536,1,Miyapur,SA_11401
SA,RED,SA_112537,0,L. B. Nagar,SA_10601
SA,RED,SA_112538,1,Miyapur,SA_10601
SA,RED,SA_112539,0,L. B. Nagar,SA_11501
SA,RED,SA_112540,1,Miyapur,SA_11501
SA,RED,SA_112541,0,L. B. Nagar,SA_10701
SA,RED,SA_112542,1,Miyapur,SA_10701
SA,RED,SA_112543,0,L. B. Nagar,SA_11601
SA,RED,SA_112544,1,Miyapur,SA_11601
SA,RED,SA_112545,0,L. B. Nagar,SA_11701
SA,RED,SA_112546,1,Miyapur,SA_11701
SA,RED,SA_112547,0,L. B. Nagar,SA_10801
SA,RED,SA_112548,1,Miyapur,SA_10801
SA,RED,SA_112549,0,L. B. Nagar,SA_11801
SA,RED,SA_112550,1,Miyapur,SA_11801
SA,RED,SA_112551,0,L. B. Nagar,SA_10901
SA,RED,SA_112552,1,Miyapur,SA_10901
SA,RED,SA_112553,0,L. B. Nagar,SA_11901
SA,RED,SA_112554,1,Miyapur,SA_11901
SA,RED,SA_112555,0,L. B. Nagar,SA_11001
SA,RED,SA_112556,1,Miyapur,SA_11001
SA,RED,SA_112557,0,L. B. Nagar,SA_12001
SA,RED,SA_112558,1,Miyapur,SA_12001
SA,RED,SA_112559,0,L. B. Nagar,SA_11101
SA,RED,SA_112560,1,Miyapur,SA_11101
SA,RED,SA_112561,0,L. B. Nagar,SA_10101
SA,RED,SA_112562,1,Miyapur,SA_10101
SA,RED,SA_112563,0,L. B. Nagar,SA_12101
SA,RED,SA_112564,1,Miyapur,SA_12101
SA,RED,SA_112565,0,L. B. Nagar,SA_11201
SA,RED,SA_112566,1,Miyapur,SA_11201
SA,RED,SA_112567,0,L. B. Nagar,SA_10201
SA,RED,SA_112568,1,Miyapur,SA_10201
SA,RED,SA_112569,0,L. B. Nagar,SA_12201
SA,RED,SA_112570,1,Miyapur,SA_12201
SA,RED,SA_112571,0,L. B. Nagar,SA_10301
SA,RED,SA_112572,1,Miyapur,SA_10301
SA,RED,SA_113409,0,L. B. Nagar,SA_10401
SA,RED,SA_113410,1,Miyapur,SA_10401
SA,RED,SA_113411,0,L. B. Nagar,SA_12301
SA,RED,SA_113412,1,Miyapur,SA_12301
SA,RED,SA_113413,0,L. B. Nagar,SA_11301
SA,RED,SA_113414,1,Miyapur,SA_11301
SA,RED,SA_113415,0,L. B. Nagar,SA_11401
SA,RED,SA_113416,1,Miyapur,SA_11401
SA,RED,SA_113417,0,L. B. Nagar,SA_10601
SA,RED,SA_113418,1,Miyapur,SA_10601
SA,RED,SA_113419,0,L. B. Nagar,SA_11501
SA,RED,SA_113420,1,Miyapur,SA_11501
SA,RED,SA_113421,0,L. B. Nagar,SA_10701
SA,RED,SA_113422,1,Miyapur,SA_10701
SA,RED,SA_113423,0,L. B. Nagar,SA_11601
SA,RED,SA_113424,1,Miyapur,SA_11601
SA,RED,SA_113425,0,L. B. Nagar,SA_10801
SA,RED,SA_113426,1,Miyapur,SA_10801
SA,RED,SA_113427,0,L. B. Nagar,SA_11801
SA,RED,SA_113428,1,Miyapur,SA_11801
SA,RED,SA_113429,0,L. B. Nagar,SA_10901
SA,RED,SA_113430,1,Miyapur,SA_10901
SA,RED,SA_113431,0,L. B. Nagar,SA_11901
SA,RED,SA_113432,1,Miyapur,SA_11901
SA,RED,SA_113433,0,L. B. Nagar,SA_12001
SA,RED,SA_113434,1,Miyapur,SA_12001
SA,RED,SA_113435,0,L. B. Nagar,SA_11101
SA,RED,SA_113436,1,Miyapur,SA_11101
SA,RED,SA_113437,0,L. B. Nagar,SA_10101
SA,RED,SA_113438,1,Miyapur,SA_10101
SA,RED,SA_113439,0,L. B. Nagar,SA_12101
SA,RED,SA_113440,1,Miyapur,SA_12101
SA,RED,SA_113441,0,L. B. Nagar,SA_11201
SA,RED,SA_113442,1,Miyapur,SA_11201
SA,RED,SA_113443,0,L. B. Nagar,SA_12201
SA,RED,SA_113444,1,Miyapur,SA_12201
SA,RED,SA_113445,0,L. B. Nagar,SA_10301
SA,RED,SA_113446,1,Miyapur,SA_10301
SA,RED,SA_113447,0,L. B. Nagar,SA_10401
SA,RED,SA_113448,1,Miyapur,SA_10401
SA,RED,SA_113449,0,L. B. Nagar,SA_12301
SA,RED,SA_113450,1,Miyapur,SA_12301
SA,RED,SA_113451,0,L. B. Nagar,SA_11301
SA,RED,SA_113452,1,Miyapur,SA_11301
SA,RED,SA_113453,0,L. B. Nagar,SA_11401
SA,RED,SA_113454,1,Miyapur,SA_11401
SA,RED,SA_113455,0,L. B. Nagar,SA_10601
SA,RED,SA_113456,1,Miyapur,SA_10601
SA,RED,SA_113457,0,L. B. Nagar,SA_11501
SA,RED,SA_113458,1,Miyapur,SA_11501
SA,RED,SA_113459,0,L. B. Nagar,SA_10701
SA,RED,SA_113460,1,Miyapur,SA_10701
SA,RED,SA_113461,0,L. B. Nagar,SA_11601
SA,RED,SA_113462,1,Miyapur,SA_11601
SA,RED,SA_113463,0,L. B. Nagar,SA_10801
SA,RED,SA_113464,1,Miyapur,SA_10801
SA,RED,SA_113465,0,L. B. Nagar,SA_11801
SA,RED,SA_113466,1,Miyapur,SA_11801
SA,RED,SA_113467,0,L. B. Nagar,SA_10901
SA,RED,SA_113468,1,Miyapur,SA_10901
SA,RED,SA_113469,0,L. B. Nagar,SA_11901
SA,RED,SA_113470,1,Miyapur,SA_11901
SA,RED,SA_113471,0,L. B. Nagar,SA_12001
SA,RED,SA_113472,1,Miyapur,SA_12001
SA,RED,SA_113473,0,L. B. Nagar,SA_11101
SA,RED,SA_113474,1,Miyapur,SA_11101
SA,RED,SA_113475,0,L. B. Nagar,SA_10101
SA,RED,SA_113476,1,Miyapur,SA_10101
SA,RED,SA_113477,0,L. B. Nagar,SA_12101
SA,RED,SA_113478,1,Miyapur,SA_12101
SA,RED,SA_113479,0,L. B. Nagar,SA_11201
SA,RED,SA_113480,1,Miyapur,SA_11201
SA,RED,SA_113481,0,L. B. Nagar,SA_12201
SA,RED,SA_113482,1,Miyapur,SA_12201
SA,RED,SA_113483,0,L. B. Nagar,SA_10301
SA,RED,SA_113484,1,Miyapur,SA_10301
SA,RED,SA_113485,0,L. B. Nagar,SA_10401
SA,RED,SA_113486,1,Miyapur,SA_10401
SA,RED,SA_113487,0,L. B. Nagar,SA_12301
SA,RED,SA_113488,1,Miyapur,SA_12301
SA,RED,SA_113489,0,L. B. Nagar,SA_11301
SA,RED,SA_113490,1,Miyapur,SA_11301
SA,RED,SA_113491,0,L. B. Nagar,SA_11401
SA,RED,SA_113492,1,Miyapur,SA_11401
SA,RED,SA_113493,0,L. B. Nagar,SA_10601
SA,RED,SA_113494,1,Miyapur,SA_10601
SA,RED,SA_113495,0,L. B. Nagar,SA_11501
SA,RED,SA_113496,1,Miyapur,SA_11501
SA,RED,SA_113497,0,L. B. Nagar,SA_10701
SA,RED,SA_113498,1,Miyapur,SA_10701
SA,RED,SA_113499,0,L. B. Nagar,SA_11601
SA,RED,SA_113500,1,Miyapur,SA_11601
SA,RED,SA_113501,0,L. B. Nagar,SA_10801
SA,RED,SA_113502,1,Miyapur,SA_10801
SA,RED,SA_113503,0,L. B. Nagar,SA_11801
SA,RED,SA_113504,1,Miyapur,SA_11801
SA,RED,SA_113505,0,L. B. Nagar,SA_10901
SA,RED,SA_113506,1,Miyapur,SA_10901
SA,RED,SA_113507,0,L. B. Nagar,SA_11901
SA,RED,SA_113508,1,Miyapur,SA_11901
SA,RED,SA_113509,0,L. B. Nagar,SA_12001
SA,RED,SA_113510,1,Miyapur,SA_12001
SA,RED,SA_113511,0,L. B. Nagar,SA_11101
SA,RED,SA_113512,1,Miyapur,SA_11101
SA,RED,SA_113513,0,L. B. Nagar,SA_10101
SA,RED,SA_113514,1,Miyapur,SA_10101
SA,RED,SA_113515,0,L. B. Nagar,SA_12101
SA,RED,SA_113516,1,Miyapur,SA_12101
SA,RED,SA_113517,0,L. B. Nagar,SA_11201
SA,RED,SA_113518,1,Miyapur,SA_11201
SA,RED,SA_113519,0,L. B. Nagar,SA_12201
SA,RED,SA_113520,1,Miyapur,SA_12201
SA,RED,SA_113521,0,L. B. Nagar,SA_10301
SA,RED,SA_113522,1,Miyapur,SA_10301
SA,RED,SA_113523,0,L. B. Nagar,SA_10401
SA,RED,SA_113524,1,Miyapur,SA_10401
SA,RED,SA_113525,0,L. B. Nagar,SA_12301
SA,RED,SA_113526,1,Miyapur,SA_12301
SA,RED,SA_113527,0,L. B. Nagar,SA_11301
SA,RED,SA_113528,1,Miyapur,SA_11301
SA,RED,SA_113529,0,L. B. Nagar,SA_11401
SA,RED,SA_113530,1,Miyapur,SA_11401
SA,RED,SA_113531,0,L. B. Nagar,SA_10601
SA,RED,SA_113532,1,Miyapur,SA_10601
SA,RED,SA_113533,0,L. B. Nagar,SA_11501
SA,RED,SA_113534,1,Miyapur,SA_11501
SA,RED,SA_113535,0,L. B. Nagar,SA_10701
SA,RED,SA_113536,1,Miyapur,SA_10701
SA,RED,SA_113659,0,L. B. Nagar,SA_11601
SA,RED,SA_113660,1,Miyapur,SA_11601
SA,RED,SA_113661,0,L. B. Nagar,SA_12401
SA,RED,SA_113662,1,Miyapur,SA_12401
SA,RED,SA_113663,0,L. B. Nagar,SA_10801
SA,RED,SA_113664,1,Miyapur,SA_10801
SA,RED,SA_113665,0,L. B. Nagar,SA_11801
SA,RED,SA_113666,1,Miyapur,SA_11801
SA,RED,SA_113667,0,L. B. Nagar,SA_10901
SA,RED,SA_113668,1,Miyapur,SA_10901
SA,RED,SA_113669,0,L. B. Nagar,SA_11901
SA,RED,SA_113670,1,Miyapur,SA_11901
SA,RED,SA_113671,0,L. B. Nagar,SA_12501
SA,RED,SA_113672,1,Miyapur,SA_12501
SA,RED,SA_113673,0,L. B. Nagar,SA_12001
SA,RED,SA_113674,1,Miyapur,SA_12001
SA,RED,SA_113675,0,L. B. Nagar,SA_11101
SA,RED,SA_113676,1,Miyapur,SA_11101
SA,RED,SA_113677,0,L. B. Nagar,SA_10101
SA,RED,SA_113678,1,Miyapur,SA_10101
SA,RED,SA_113679,0,L. B. Nagar,SA_12101
SA,RED,SA_113680,1,Miyapur,SA_12101
SA,RED,SA_113681,0,L. B. Nagar,SA_12601
SA,RED,SA_113682,1,Miyapur,SA_12601
SA,RED,SA_113683,0,L. B. Nagar,SA_11201
SA,RED,SA_113684,1,Miyapur,SA_11201
SA,RED,SA_113685,0,L. B. Nagar,SA_12201
SA,RED,SA_113686,1,Miyapur,SA_12201
SA,RED,SA_113687,0,L. B. Nagar,SA_10301
SA,RED,SA_113688,1,Miyapur,SA_10301
SA,RED,SA_113689,0,L. B. Nagar,SA_10401
SA,RED,SA_113690,1,Miyapur,SA_10401
SA,RED,SA_113691,0,L. B. Nagar,SA_12301
SA,RED,SA_113692,1,Miyapur,SA_12301
SA,RED,SA_113693,0,L. B. Nagar,SA_9801
SA,RED,SA_113694,1,Miyapur,SA_9801
SA,RED,SA_113695,0,L. B. Nagar,SA_11301
SA,RED,SA_113696,1,Miyapur,SA_11301
SA,RED,SA_113697,0,L. B. Nagar,SA_11401
SA,RED,SA_113698,1,Miyapur,SA_11401
SA,RED,SA_113699,0,L. B. Nagar,SA_10601
SA,RED,SA_113700,1,Miyapur,SA_10601
SA,RED,SA_113701,0,L. B. Nagar,SA_11501
SA,RED,SA_113702,1,Miyapur,SA_11501
SA,RED,SA_113703,0,L. B. Nagar,SA_10701
SA,RED,SA_113704,1,Miyapur,SA_10701
SA,RED,SA_113705,0,L. B. Nagar,SA_11601
SA,RED,SA_113706,1,Miyapur,SA_11601
SA,RED,SA_113707,0,L. B. Nagar,SA_12401
SA,RED,SA_113708,1,Miyapur,SA_12401
SA,RED,SA_113709,0,L. B. Nagar,SA_10801
SA,RED,SA_113710,1,Miyapur,SA_10801
SA,RED,SA_113711,0,L. B. Nagar,SA_11801
SA,RED,SA_113712,1,Miyapur,SA_11801
SA,RED,SA_113713,0,L. B. Nagar,SA_10901
SA,RED,SA_113714,1,Miyapur,SA_10901
SA,RED,SA_113715,0,L. B. Nagar,SA_11901
SA,RED,SA_113716,1,Miyapur,SA_11901
SA,RED,SA_113717,0,L. B. Nagar,SA_12501
SA,RED,SA_113718,1,Miyapur,SA_12501
SA,RED,SA_113719,0,L. B. Nagar,SA_12001
SA,RED,SA_113720,1,Miyapur,SA_12001
SA,RED,SA_113721,0,L. B. Nagar,SA_11101
SA,RED,SA_113722,1,Miyapur,SA_11101
SA,RED,SA_113723,0,L. B. Nagar,SA_10101
SA,RED,SA_113724,1,Miyapur,SA_10101
SA,RED,SA_113725,0,L. B. Nagar,SA_12101
SA,RED,SA_113726,1,Miyapur,SA_12101
SA,RED,SA_113727,0,L. B. Nagar,SA_12601
SA,RED,SA_113728,1,Miyapur,SA_12601
SA,RED,SA_113729,0,L. B. Nagar,SA_11201
SA,RED,SA_113730,1,Miyapur,SA_11201
SA,RED,SA_113731,0,L. B. Nagar,SA_12201
SA,RED,SA_113732,1,Miyapur,SA_12201
SA,RED,SA_113733,0,L. B. Nagar,SA_10301
SA,RED,SA_113734,1,Miyapur,SA_10301
SA,RED,SA_113735,0,L. B. Nagar,SA_10401
SA,RED,SA_113736,1,Miyapur,SA_10401
SA,RED,SA_113737,0,L. B. Nagar,SA_12301
SA,RED,SA_113738,1,Miyapur,SA_12301
SA,RED,SA_113739,0,L. B. Nagar,SA_9801
SA,RED,SA_113740,1,Miyapur,SA_9801
SA,RED,SA_113741,0,L. B. Nagar,SA_11301
SA,RED,SA_113742,1,Miyapur,SA_11301
SA,RED,SA_113743,0,L. B. Nagar,SA_11401
SA,RED,SA_113744,1,Miyapur,SA_11401
SA,RED,SA_113745,0,L. B. Nagar,SA_10601
SA,RED,SA_113746,1,Miyapur,SA_10601
SA,RED,SA_113747,0,L. B. Nagar,SA_11501
SA,RED,SA_113748,1,Miyapur,SA_11501
SA,RED,SA_113749,0,L. B. Nagar,SA_10701
SA,RED,SA_113750,1,Miyapur,SA_10701
SA,RED,SA_113751,0,L. B. Nagar,SA_11601
SA,RED,SA_113752,1,Miyapur,SA_11601
SA,RED,SA_113753,0,L. B. Nagar,SA_12401
SA,RED,SA_113754,1,Miyapur,SA_12401
SA,RED,SA_113755,0,L. B. Nagar,SA_10801
SA,RED,SA_113756,1,Miyapur,SA_10801
SA,RED,SA_113757,0,L. B. Nagar,SA_11801
SA,RED,SA_113758,1,Miyapur,SA_11801
SA,RED,SA_113759,0,L. B. Nagar,SA_10901
SA,RED,SA_113760,1,Miyapur,SA_10901
SA,RED,SA_113761,0,L. B. Nagar,SA_11901
SA,RED,SA_113762,1,Miyapur,SA_11901
SA,RED,SA_113763,0,L. B. Nagar,SA_12501
SA,RED,SA_113764,1,Miyapur,SA_12501
SA,RED,SA_113765,0,L. B. Nagar,SA_12001
SA,RED,SA_113766,1,Miyapur,SA_12001
SA,RED,SA_113767,0,L. B. Nagar,SA_11101
SA,RED,SA_113768,1,Miyapur,SA_11101
SA,RED,SA_113769,0,L. B. Nagar,SA_10101
SA,RED,SA_113770,1,Miyapur,SA_10101
SA,RED,SA_113771,0,L. B. Nagar,SA_12101
SA,RED,SA_113772,1,Miyapur,SA_12101
SA,RED,SA_113773,0,L. B. Nagar,SA_12601
SA,RED,SA_113774,1,Miyapur,SA_12601
SA,RED,SA_113783,0,L. B. Nagar,SA_11201
SA,RED,SA_113784,1,Miyapur,SA_11201
SA,RED,SA_113785,0,L. B. Nagar,SA_12201
SA,RED,SA_113786,1,Miyapur,SA_12201
SA,RED,SA_113787,0,L. B. Nagar,SA_10401
SA,RED,SA_113788,1,Miyapur,SA_10401
SA,RED,SA_113789,0,L. B. Nagar,SA_12301
SA,RED,SA_113790,1,Miyapur,SA_12301
SA,RED,SA_113791,0,L. B. Nagar,SA_9801
SA,RED,SA_113793,0,L. B. Nagar,SA_11401
SA,RED,SA_113794,1,Miyapur,SA_11401
SA,RED,SA_113795,0,L. B. Nagar,SA_10601
SA,RED,SA_113796,1,Miyapur,SA_10601
SA,RED,SA_113797,0,L. B. Nagar,SA_10701
SA,RED,SA_113798,1,Miyapur,SA_10701
SA,RED,SA_113799,0,L. B. Nagar,SA_11601
SA,RED,SA_113800,1,Miyapur,SA_11601
SA,RED,SA_113801,0,L. B. Nagar,SA_12401
SA,RED,SA_113802,1,Miyapur,SA_12401
SA,RED,SA_113803,0,L. B. Nagar,SA_11801
SA,RED,SA_113804,1,Miyapur,SA_11801
SA,RED,SA_113805,0,L. B. Nagar,SA_10901
SA,RED,SA_113806,1,Miyapur,SA_10901
SA,RED,SA_113807,0,L. B. Nagar,SA_11901
SA,RED,SA_113808,1,Miyapur,SA_11901
SA,RED,SA_113809,0,L. B. Nagar,SA_12001
SA,RED,SA_113810,1,Miyapur,SA_12001
SA,RED,SA_113811,0,L. B. Nagar,SA_11101
SA,RED,SA_113812,1,Miyapur,SA_11101
SA,RED,SA_113859,0,L. B. Nagar,SA_11201
SA,RED,SA_113860,1,Miyapur,SA_11201
SA,RED,SA_113861,0,L. B. Nagar,SA_12201
SA,RED,SA_113862,1,Miyapur,SA_12201
SA,RED,SA_113863,0,L. B. Nagar,SA_12301
SA,RED,SA_113864,1,Miyapur,SA_12301
SA,RED,SA_113865,0,L. B. Nagar,SA_11401
SA,RED,SA_113866,1,Miyapur,SA_11401
SA,RED,SA_113868,1,Miyapur,SA_10601
SA,RED,SA_113871,0,L. B. Nagar,SA_10601
SA,RED,SA_113874,0,L. B. Nagar,SA_12101
SA,RED,SA_113877,1,Miyapur,SA_12101
SA,GREEN,SA_115530,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115531,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115532,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115533,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115534,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115535,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115536,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115537,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115538,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115539,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115540,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115541,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115542,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115543,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115544,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115545,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115546,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115547,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115548,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115549,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115550,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115551,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115552,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115553,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115554,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115555,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115556,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115557,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115558,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115559,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115560,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115561,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115562,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115563,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115564,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115565,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115566,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115567,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115568,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115569,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115570,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115571,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115572,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115573,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_115574,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_115575,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_115576,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_115577,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_115578,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_115579,1,Mahatma Gandhi Bus Station,SA_20101
