origin_id,destination_id,fare_id
SRN,MAD,F_30
AME_R,MAD,F_30
PUN,MAD,F_30
IRM,MAD,F_35
KHA,MAD,F_35
LKP,MAD,F_40
ASM,MAD,F_40
NAM,MAD,F_40
GAB,MAD,F_40
OMC,MAD,F_40
MGB_R,MAD,F_45
MKL,MAD,F_45
NEM,MAD,F_45
MSB,MAD,F_45
DSN,MAD,F_50
CHP,MAD,F_50
VOM,MAD,F_50
LBN,MAD,F_55
JBS,MAD,F_40
SCR,MAD,F_40
GNH,MAD,F_45
MSH,MAD,F_45
RTC,MAD,F_45
CDP,MAD,F_45
NAR,MAD,F_45
SUB,MAD,F_45
MGB_G,MAD,F_45
NAG,DGC,F_55
UPL,DGC,F_55
STD,DGC,F_55
NGR,DGC,F_50
HSG,DGC,F_50
TAR,DGC,F_50
MET,DGC,F_45
SEC_E,DGC,F_45
PRG,DGC,F_45
PAR,DGC,F_40
ROP,DGC,F_40
PRN,DGC,F_40
BEG,DGC,F_35
AME_B,DGC,F_30
MUN,DGC,F_30
YUG,DGC,F_25
JR5,DGC,F_25
JCP,DGC,F_15
PED,DGC,F_15
MAD,DGC,F_10
DGC,DGC,F_10
HTC,DGC,F_10
RDG,DGC,F_15
MYP,DGC,F_50
JNT,DGC,F_45
KPH,DGC,F_45
KUK,DGC,F_45
BLR,DGC,F_40
MSP,DGC,F_40
BTN,DGC,F_40
ERA,DGC,F_40
ESI,DGC,F_35
SRN,DGC,F_35
AME_R,DGC,F_30
PUN,DGC,F_35
IRM,DGC,F_35
KHA,DGC,F_40
LKP,DGC,F_40
ASM,DGC,F_40
NAM,DGC,F_40
GAB,DGC,F_45
OMC,DGC,F_45
MGB_R,DGC,F_45
MKL,DGC,F_45
NEM,DGC,F_50
MSB,DGC,F_50
DSN,DGC,F_50
CHP,DGC,F_50
VOM,DGC,F_55
LBN,DGC,F_55
JBS,DGC,F_45
SCR,DGC,F_45
GNH,DGC,F_45
MSH,DGC,F_45
RTC,DGC,F_50
CDP,DGC,F_50
NAR,DGC,F_50
SUB,DGC,F_45
MGB_G,DGC,F_45
NAG,HTC,F_55
UPL,HTC,F_55
STD,HTC,F_55
NGR,HTC,F_50
HSG,HTC,F_50
TAR,HTC,F_50
MET,HTC,F_50
SEC_E,HTC,F_45
PRG,HTC,F_45
PAR,HTC,F_40
ROP,HTC,F_40
PRN,HTC,F_40
BEG,HTC,F_40
AME_B,HTC,F_35
MUN,HTC,F_30
YUG,HTC,F_30
JR5,HTC,F_25
JCP,HTC,F_25
PED,HTC,F_15
MAD,HTC,F_15
DGC,HTC,F_10
HTC,HTC,F_10
RDG,HTC,F_10
MYP,HTC,F_50
JNT,HTC,F_50
KPH,HTC,F_45
KUK,HTC,F_45
BLR,HTC,F_40
MSP,HTC,F_40
BTN,HTC,F_40
ERA,HTC,F_40
ESI,HTC,F_35
SRN,HTC,F_35
AME_R,HTC,F_35
PUN,HTC,F_35
IRM,HTC,F_40
KHA,HTC,F_40
LKP,HTC,F_40
ASM,HTC,F_40
NAM,HTC,F_45
GAB,HTC,F_45
OMC,HTC,F_45
MGB_R,HTC,F_45
MKL,HTC,F_45
NEM,HTC,F_50
MSB,HTC,F_50
DSN,HTC,F_50
CHP,HTC,F_55
VOM,HTC,F_55
LBN,HTC,F_55
JBS,HTC,F_45
SCR,HTC,F_45
GNH,HTC,F_45
MSH,HTC,F_50
RTC,HTC,F_50
CDP,HTC,F_50
NAR,HTC,F_50
SUB,HTC,F_45
MGB_G,HTC,F_45
NAG,RDG,F_60
UPL,RDG,F_55
STD,RDG,F_55
NGR,RDG,F_55
HSG,RDG,F_55
TAR,RDG,F_50
MET,RDG,F_50
SEC_E,RDG,F_45
PRG,RDG,F_45
PAR,RDG,F_45
ROP,RDG,F_45
PRN,RDG,F_40
BEG,RDG,F_40
AME_B,RDG,F_35
MUN,RDG,F_35
YUG,RDG,F_30
JR5,RDG,F_30
JCP,RDG,F_25
PED,RDG,F_25
MAD,RDG,F_15
DGC,RDG,F_15
HTC,RDG,F_10
RDG,RDG,F_10
MYP,RDG,F_50
JNT,RDG,F_50
KPH,RDG,F_50
KUK,RDG,F_45
BLR,RDG,F_45
MSP,RDG,F_45
BTN,RDG,F_40
ERA,RDG,F_40
ESI,RDG,F_40
SRN,RDG,F_40
AME_R,RDG,F_35
PUN,RDG,F_40
IRM,RDG,F_40
KHA,RDG,F_40
LKP,RDG,F_45
ASM,RDG,F_45
NAM,RDG,F_45
GAB,RDG,F_45
OMC,RDG,F_45
MGB_R,RDG,F_50
MKL,RDG,F_50
NEM,RDG,F_50
MSB,RDG,F_50
DSN,RDG,F_55
CHP,RDG,F_55
VOM,RDG,F_55
LBN,RDG,F_60
JBS,RDG,F_45
SCR,RDG,F_45
GNH,RDG,F_50
MSH,RDG,F_50
RTC,RDG,F_50
CDP,RDG,F_50
NAR,RDG,F_50
SUB,RDG,F_50
MGB_G,RDG,F_50
NAG,MYP,F_60
UPL,MYP,F_60
STD,MYP,F_60
NGR,MYP,F_55
HSG,MYP,F_55
TAR,MYP,F_55
MET,MYP,F_50
SEC_E,MYP,F_50
PRG,MYP,F_45
PAR,MYP,F_45
ROP,MYP,F_45
PRN,MYP,F_45
BEG,MYP,F_40
AME_B,MYP,F_40
MUN,MYP,F_40
YUG,MYP,F_40
JR5,MYP,F_45
JCP,MYP,F_45
PED,MYP,F_45
MAD,MYP,F_45
DGC,MYP,F_50
HTC,MYP,F_50
RDG,MYP,F_50
MYP,MYP,F_10
JNT,MYP,F_10
KPH,MYP,F_15
KUK,MYP,F_25
BLR,MYP,F_30
MSP,MYP,F_30
BTN,MYP,F_30
ERA,MYP,F_35
ESI,MYP,F_35
SRN,MYP,F_40
AME_R,MYP,F_40
PUN,MYP,F_40
IRM,MYP,F_40
KHA,MYP,F_45
LKP,MYP,F_45
ASM,MYP,F_45
NAM,MYP,F_45
GAB,MYP,F_50
OMC,MYP,F_50
MGB_R,MYP,F_50
MKL,MYP,F_50
NEM,MYP,F_50
MSB,MYP,F_55
DSN,MYP,F_55
CHP,MYP,F_55
VOM,MYP,F_60
LBN,MYP,F_60
JBS,MYP,F_45
SCR,MYP,F_50
GNH,MYP,F_50
MSH,MYP,F_50
RTC,MYP,F_55
CDP,MYP,F_55
NAR,MYP,F_50
SUB,MYP,F_50
MGB_G,MYP,F_50
NAG,JNT,F_60
UPL,JNT,F_55
STD,JNT,F_55
NGR,JNT,F_55
HSG,JNT,F_55
TAR,JNT,F_50
MET,JNT,F_50
SEC_E,JNT,F_45
PRG,JNT,F_45
PAR,JNT,F_45
ROP,JNT,F_40
PRN,JNT,F_40
BEG,JNT,F_40
AME_B,JNT,F_35
MUN,JNT,F_40
YUG,JNT,F_40
JR5,JNT,F_40
JCP,JNT,F_40
PED,JNT,F_45
MAD,JNT,F_45
DGC,JNT,F_45
HTC,JNT,F_50
RDG,JNT,F_50
MYP,JNT,F_10
JNT,JNT,F_10
KPH,JNT,F_10
KUK,JNT,F_15
BLR,JNT,F_25
MSP,JNT,F_25
BTN,JNT,F_30
ERA,JNT,F_30
ESI,JNT,F_35
SRN,JNT,F_35
AME_R,JNT,F_35
PUN,JNT,F_40
IRM,JNT,F_40
KHA,JNT,F_40
LKP,JNT,F_40
ASM,JNT,F_45
NAM,JNT,F_45
GAB,JNT,F_45
OMC,JNT,F_45
MGB_R,JNT,F_45
MKL,JNT,F_50
NEM,JNT,F_50
MSB,JNT,F_50
DSN,JNT,F_55
CHP,JNT,F_55
VOM,JNT,F_55
LBN,JNT,F_60
JBS,JNT,F_45
SCR,JNT,F_45
GNH,JNT,F_50
MSH,JNT,F_50
RTC,JNT,F_50
CDP,JNT,F_50
NAR,JNT,F_50
SUB,JNT,F_50
MGB_G,JNT,F_45
NAG,KPH,F_55
UPL,KPH,F_55
STD,KPH,F_55
NGR,KPH,F_50
HSG,KPH,F_50
TAR,KPH,F_50
MET,KPH,F_45
SEC_E,KPH,F_45
PRG,KPH,F_45
PAR,KPH,F_40
ROP,KPH,F_40
PRN,KPH,F_40
BEG,KPH,F_35
AME_B,KPH,F_35
MUN,KPH,F_35
YUG,KPH,F_40
JR5,KPH,F_40
JCP,KPH,F_40
PED,KPH,F_40
MAD,KPH,F_45
DGC,KPH,F_45
HTC,KPH,F_45
RDG,KPH,F_50
MYP,KPH,F_15
JNT,KPH,F_10
KPH,KPH,F_10
KUK,KPH,F_10
BLR,KPH,F_15
MSP,KPH,F_15
BTN,KPH,F_25
ERA,KPH,F_25
ESI,KPH,F_30
SRN,KPH,F_30
AME_R,KPH,F_35
PUN,KPH,F_35
IRM,KPH,F_40
KHA,KPH,F_40
LKP,KPH,F_40
ASM,KPH,F_40
NAM,KPH,F_45
GAB,KPH,F_45
OMC,KPH,F_45
MGB_R,KPH,F_45
MKL,KPH,F_45
NEM,KPH,F_50
MSB,KPH,F_50
DSN,KPH,F_50
CHP,KPH,F_55
VOM,KPH,F_55
LBN,KPH,F_55
JBS,KPH,F_45
SCR,KPH,F_45
GNH,KPH,F_45
MSH,KPH,F_45
RTC,KPH,F_50
CDP,KPH,F_50
NAR,KPH,F_50
SUB,KPH,F_45
MGB_G,KPH,F_45
NAG,KUK,F_55
UPL,KUK,F_55
STD,KUK,F_50
NGR,KUK,F_50
HSG,KUK,F_50
TAR,KUK,F_45
MET,KUK,F_45
SEC_E,KUK,F_45
PRG,KUK,F_40
PAR,KUK,F_40
ROP,KUK,F_40
PRN,KUK,F_35
BEG,KUK,F_35
AME_B,KUK,F_30
MUN,KUK,F_30
YUG,KUK,F_35
JR5,KUK,F_35
JCP,KUK,F_40
PED,KUK,F_40
MAD,KUK,F_40
DGC,KUK,F_45
HTC,KUK,F_45
RDG,KUK,F_45
MYP,KUK,F_25
JNT,KUK,F_15
KPH,KUK,F_10
KUK,KUK,F_10
BLR,KUK,F_10
MSP,KUK,F_15
BTN,KUK,F_15
ERA,KUK,F_15
ESI,KUK,F_25
SRN,KUK,F_25
AME_R,KUK,F_30
PUN,KUK,F_30
IRM,KUK,F_35
KHA,KUK,F_35
LKP,KUK,F_40
ASM,KUK,F_40
NAM,KUK,F_40
GAB,KUK,F_40
OMC,KUK,F_45
MGB_R,KUK,F_45
MKL,KUK,F_45
NEM,KUK,F_45
MSB,KUK,F_50
DSN,KUK,F_50
CHP,KUK,F_50
VOM,KUK,F_50
LBN,KUK,F_55
JBS,KUK,F_40
SCR,KUK,F_45
GNH,KUK,F_45
MSH,KUK,F_45
RTC,KUK,F_45
CDP,KUK,F_50
NAR,KUK,F_45
SUB,KUK,F_45
MGB_G,KUK,F_45
NAG,BLR,F_50
UPL,BLR,F_50
STD,BLR,F_50
NGR,BLR,F_50
HSG,BLR,F_45
TAR,BLR,F_45
MET,BLR,F_45
SEC_E,BLR,F_40
PRG,BLR,F_40
PAR,BLR,F_40
ROP,BLR,F_35
PRN,BLR,F_35
BEG,BLR,F_30
AME_B,BLR,F_25
MUN,BLR,F_25
YUG,BLR,F_30
JR5,BLR,F_35
JCP,BLR,F_35
PED,BLR,F_40
MAD,BLR,F_40
DGC,BLR,F_40
HTC,BLR,F_40
RDG,BLR,F_45
MYP,BLR,F_30
JNT,BLR,F_25
KPH,BLR,F_15
KUK,BLR,F_10
BLR,BLR,F_10
MSP,BLR,F_10
BTN,BLR,F_10
ERA,BLR,F_15
ESI,BLR,F_15
SRN,BLR,F_25
AME_R,BLR,F_25
PUN,BLR,F_30
IRM,BLR,F_30
KHA,BLR,F_35
LKP,BLR,F_35
ASM,BLR,F_40
NAM,BLR,F_40
GAB,BLR,F_40
OMC,BLR,F_40
MGB_R,BLR,F_40
MKL,BLR,F_45
NEM,BLR,F_45
MSB,BLR,F_45
DSN,BLR,F_50
CHP,BLR,F_50
VOM,BLR,F_50
LBN,BLR,F_50
JBS,BLR,F_40
SCR,BLR,F_40
GNH,BLR,F_45
MSH,BLR,F_45
RTC,BLR,F_45
CDP,BLR,F_45
NAR,BLR,F_45
SUB,BLR,F_45
MGB_G,BLR,F_40
NAG,MSP,F_50
UPL,MSP,F_50
STD,MSP,F_50
NGR,MSP,F_50
HSG,MSP,F_45
TAR,MSP,F_45
MET,MSP,F_45
SEC_E,MSP,F_40
PRG,MSP,F_40
PAR,MSP,F_35
ROP,MSP,F_35
PRN,MSP,F_30
BEG,MSP,F_30
AME_B,MSP,F_25
MUN,MSP,F_25
YUG,MSP,F_30
JR5,MSP,F_30
JCP,MSP,F_35
PED,MSP,F_35
MAD,MSP,F_40
DGC,MSP,F_40
HTC,MSP,F_40
RDG,MSP,F_45
MYP,MSP,F_30
JNT,MSP,F_25
KPH,MSP,F_15
KUK,MSP,F_15
BLR,MSP,F_10
MSP,MSP,F_10
BTN,MSP,F_10
ERA,MSP,F_10
ESI,MSP,F_15
SRN,MSP,F_15
AME_R,MSP,F_25
PUN,MSP,F_25
IRM,MSP,F_30
KHA,MSP,F_30
LKP,MSP,F_35
ASM,MSP,F_35
NAM,MSP,F_40
GAB,MSP,F_40
OMC,MSP,F_40
MGB_R,MSP,F_40
MKL,MSP,F_40
NEM,MSP,F_45
MSB,MSP,F_45
DSN,MSP,F_45
CHP,MSP,F_50
VOM,MSP,F_50
LBN,MSP,F_50
JBS,MSP,F_40
SCR,MSP,F_40
GNH,MSP,F_40
MSH,MSP,F_45
RTC,MSP,F_45
CDP,MSP,F_45
NAR,MSP,F_45
SUB,MSP,F_40
MGB_G,MSP,F_40
NAG,BTN,F_50
UPL,BTN,F_50
STD,BTN,F_50
NGR,BTN,F_45
HSG,BTN,F_45
TAR,BTN,F_45
MET,BTN,F_40
SEC_E,BTN,F_40
PRG,BTN,F_35
PAR,BTN,F_35
ROP,BTN,F_30
PRN,BTN,F_30
BEG,BTN,F_25
AME_B,BTN,F_15
MUN,BTN,F_25
YUG,BTN,F_25
JR5,BTN,F_30
JCP,BTN,F_30
PED,BTN,F_35
MAD,BTN,F_35
DGC,BTN,F_40
HTC,BTN,F_40
RDG,BTN,F_40
MYP,BTN,F_30
JNT,BTN,F_30
KPH,BTN,F_25
KUK,BTN,F_15
BLR,BTN,F_10
MSP,BTN,F_10
BTN,BTN,F_10
ERA,BTN,F_10
ESI,BTN,F_15
SRN,BTN,F_15
AME_R,BTN,F_15
PUN,BTN,F_25
IRM,BTN,F_25
KHA,BTN,F_30
LKP,BTN,F_30
ASM,BTN,F_35
NAM,BTN,F_35
GAB,BTN,F_40
OMC,BTN,F_40
MGB_R,BTN,F_40
MKL,BTN,F_40
NEM,BTN,F_40
MSB,BTN,F_45
DSN,BTN,F_45
CHP,BTN,F_45
VOM,BTN,F_50
LBN,BTN,F_50
JBS,BTN,F_35
SCR,BTN,F_40
GNH,BTN,F_40
MSH,BTN,F_40
RTC,BTN,F_45
CDP,BTN,F_45
NAR,BTN,F_40
SUB,BTN,F_40
MGB_G,BTN,F_40
NAG,ERA,F_50
UPL,ERA,F_50
STD,ERA,F_45
NGR,ERA,F_45
HSG,ERA,F_45
TAR,ERA,F_40
MET,ERA,F_40
SEC_E,ERA,F_40
PRG,ERA,F_35
PAR,ERA,F_30
ROP,ERA,F_30
PRN,ERA,F_25
BEG,ERA,F_25
AME_B,ERA,F_15
MUN,ERA,F_15
YUG,ERA,F_25
JR5,ERA,F_25
JCP,ERA,F_30
PED,ERA,F_30
MAD,ERA,F_35
DGC,ERA,F_40
HTC,ERA,F_40
RDG,ERA,F_40
MYP,ERA,F_35
JNT,ERA,F_30
KPH,ERA,F_25
KUK,ERA,F_15
BLR,ERA,F_15
MSP,ERA,F_10
BTN,ERA,F_10
ERA,ERA,F_10
ESI,ERA,F_10
SRN,ERA,F_10
AME_R,ERA,F_15
PUN,ERA,F_15
IRM,ERA,F_25
KHA,ERA,F_25
LKP,ERA,F_30
ASM,ERA,F_35
NAM,ERA,F_35
GAB,ERA,F_35
OMC,ERA,F_40
MGB_R,ERA,F_40
MKL,ERA,F_40
NEM,ERA,F_40
MSB,ERA,F_45
DSN,ERA,F_45
CHP,ERA,F_45
VOM,ERA,F_45
LBN,ERA,F_50
JBS,ERA,F_35
SCR,ERA,F_40
GNH,ERA,F_40
MSH,ERA,F_40
RTC,ERA,F_40
CDP,ERA,F_45
NAR,ERA,F_40
SUB,ERA,F_40
MGB_G,ERA,F_40
NAG,ESI,F_50
UPL,ESI,F_45
STD,ESI,F_45
NGR,ESI,F_45
HSG,ESI,F_45
TAR,ESI,F_40
MET,ESI,F_40
SEC_E,ESI,F_35
PRG,ESI,F_30
PAR,ESI,F_30
ROP,ESI,F_25
PRN,ESI,F_25
BEG,ESI,F_15
AME_B,ESI,F_10
MUN,ESI,F_15
YUG,ESI,F_15
JR5,ESI,F_25
JCP,ESI,F_25
PED,ESI,F_30
MAD,ESI,F_30
DGC,ESI,F_35
HTC,ESI,F_35
RDG,ESI,F_40
MYP,ESI,F_35
JNT,ESI,F_35
KPH,ESI,F_30
KUK,ESI,F_25
BLR,ESI,F_15
MSP,ESI,F_15
BTN,ESI,F_15
ERA,ESI,F_10
ESI,ESI,F_10
SRN,ESI,F_10
AME_R,ESI,F_10
PUN,ESI,F_15
IRM,ESI,F_15
KHA,ESI,F_25
LKP,ESI,F_25
ASM,ESI,F_30
NAM,ESI,F_30
GAB,ESI,F_35
OMC,ESI,F_35
MGB_R,ESI,F_35
MKL,ESI,F_40
NEM,ESI,F_40
MSB,ESI,F_40
DSN,ESI,F_45
CHP,ESI,F_45
VOM,ESI,F_45
LBN,ESI,F_50
JBS,ESI,F_30
SCR,ESI,F_35
GNH,ESI,F_40
MSH,ESI,F_40
RTC,ESI,F_40
CDP,ESI,F_40
NAR,ESI,F_40
SUB,ESI,F_40
MGB_G,ESI,F_35
NAG,SRN,F_45
UPL,SRN,F_45
STD,SRN,F_45
NGR,SRN,F_45
HSG,SRN,F_40
TAR,SRN,F_40
MET,SRN,F_40
SEC_E,SRN,F_35
PRG,SRN,F_30
PAR,SRN,F_25
ROP,SRN,F_25
PRN,SRN,F_15
BEG,SRN,F_15
AME_B,SRN,F_10
MUN,SRN,F_10
YUG,SRN,F_15
JR5,SRN,F_15
JCP,SRN,F_25
PED,SRN,F_25
MAD,SRN,F_30
DGC,SRN,F_35
HTC,SRN,F_35
RDG,SRN,F_40
MYP,SRN,F_40
JNT,SRN,F_35
KPH,SRN,F_30
KUK,SRN,F_25
BLR,SRN,F_25
MSP,SRN,F_15
BTN,SRN,F_15
ERA,SRN,F_10
ESI,SRN,F_10
SRN,SRN,F_10
AME_R,SRN,F_10
PUN,SRN,F_10
IRM,SRN,F_15
KHA,SRN,F_15
LKP,SRN,F_25
ASM,SRN,F_30
NAM,SRN,F_30
GAB,SRN,F_30
OMC,SRN,F_35
MGB_R,SRN,F_35
MKL,SRN,F_40
NEM,SRN,F_40
MSB,SRN,F_40
DSN,SRN,F_40
CHP,SRN,F_45
VOM,SRN,F_45
LBN,SRN,F_45
JBS,SRN,F_30
SCR,SRN,F_35
GNH,SRN,F_35
MSH,SRN,F_40
RTC,SRN,F_40
CDP,SRN,F_40
NAR,SRN,F_40
SUB,SRN,F_35
MGB_G,SRN,F_35
NAG,AME_R,F_45
UPL,AME_R,F_45
STD,AME_R,F_45
NGR,AME_R,F_40
HSG,AME_R,F_40
TAR,AME_R,F_40
MET,AME_R,F_35
SEC_E,AME_R,F_30
PRG,AME_R,F_30
PAR,AME_R,F_25
ROP,AME_R,F_25
PRN,AME_R,F_15
BEG,AME_R,F_10
AME_B,AME_R,F_10
MUN,AME_R,F_10
YUG,AME_R,F_15
JR5,AME_R,F_15
JCP,AME_R,F_25
PED,AME_R,F_25
MAD,AME_R,F_30
DGC,AME_R,F_30
HTC,AME_R,F_35
RDG,AME_R,F_35
MYP,AME_R,F_40
JNT,AME_R,F_35
KPH,AME_R,F_35
KUK,AME_R,F_30
BLR,AME_R,F_25
MSP,AME_R,F_25
BTN,AME_R,F_15
ERA,AME_R,F_15
ESI,AME_R,F_10
SRN,AME_R,F_10
AME_R,AME_R,F_10
PUN,AME_R,F_10
IRM,AME_R,F_15
KHA,AME_R,F_15
LKP,AME_R,F_25
ASM,AME_R,F_25
NAM,AME_R,F_25
GAB,AME_R,F_30
OMC,AME_R,F_30
MGB_R,AME_R,F_35
MKL,AME_R,F_35
NEM,AME_R,F_40
MSB,AME_R,F_40
DSN,AME_R,F_40
CHP,AME_R,F_40
VOM,AME_R,F_45
LBN,AME_R,F_45
JBS,AME_R,F_30
SCR,AME_R,F_30
GNH,AME_R,F_35
MSH,AME_R,F_35
RTC,AME_R,F_40
CDP,AME_R,F_40
NAR,AME_R,F_40
SUB,AME_R,F_35
MGB_G,AME_R,F_35
NAG,PUN,F_45
UPL,PUN,F_45
STD,PUN,F_45
NGR,PUN,F_45
HSG,PUN,F_40
TAR,PUN,F_40
MET,PUN,F_40
SEC_E,PUN,F_35
PRG,PUN,F_30
PAR,PUN,F_30
ROP,PUN,F_25
PRN,PUN,F_25
BEG,PUN,F_15
AME_B,PUN,F_10
MUN,PUN,F_10
YUG,PUN,F_15
JR5,PUN,F_25
JCP,PUN,F_25
PED,PUN,F_25
MAD,PUN,F_30
DGC,PUN,F_35
HTC,PUN,F_35
RDG,PUN,F_40
MYP,PUN,F_40
JNT,PUN,F_40
KPH,PUN,F_35
KUK,PUN,F_30
BLR,PUN,F_30
MSP,PUN,F_25
BTN,PUN,F_25
ERA,PUN,F_15
ESI,PUN,F_15
SRN,PUN,F_10
AME_R,PUN,F_10
PUN,PUN,F_10
IRM,PUN,F_10
KHA,PUN,F_15
LKP,PUN,F_15
ASM,PUN,F_25
NAM,PUN,F_25
GAB,PUN,F_25
OMC,PUN,F_30
MGB_R,PUN,F_30
MKL,PUN,F_35
NEM,PUN,F_35
MSB,PUN,F_40
DSN,PUN,F_40
CHP,PUN,F_40
VOM,PUN,F_45
LBN,PUN,F_45
JBS,PUN,F_30
SCR,PUN,F_35
GNH,PUN,F_40
MSH,PUN,F_40
RTC,PUN,F_40
CDP,PUN,F_40
NAR,PUN,F_35
SUB,PUN,F_30
MGB_G,PUN,F_30
NAG,IRM,F_50
UPL,IRM,F_45
STD,IRM,F_45
NGR,IRM,F_45
HSG,IRM,F_45
TAR,IRM,F_40
MET,IRM,F_40
SEC_E,IRM,F_40
PRG,IRM,F_35
PAR,IRM,F_30
ROP,IRM,F_30
PRN,IRM,F_25
BEG,IRM,F_15
AME_B,IRM,F_15
MUN,IRM,F_15
YUG,IRM,F_25
JR5,IRM,F_25
JCP,IRM,F_30
PED,IRM,F_30
MAD,IRM,F_35
DGC,IRM,F_35
HTC,IRM,F_40
RDG,IRM,F_40
MYP,IRM,F_40
JNT,IRM,F_40
KPH,IRM,F_40
KUK,IRM,F_35
BLR,IRM,F_30
MSP,IRM,F_30
BTN,IRM,F_25
ERA,IRM,F_25
ESI,IRM,F_15
SRN,IRM,F_15
AME_R,IRM,F_15
PUN,IRM,F_10
IRM,IRM,F_10
KHA,IRM,F_10
LKP,IRM,F_15
ASM,IRM,F_15
NAM,IRM,F_15
GAB,IRM,F_25
OMC,IRM,F_25
MGB_R,IRM,F_30
MKL,IRM,F_30
NEM,IRM,F_35
MSB,IRM,F_35
DSN,IRM,F_40
CHP,IRM,F_40
VOM,IRM,F_40
LBN,IRM,F_45
JBS,IRM,F_35
SCR,IRM,F_35
GNH,IRM,F_40
MSH,IRM,F_40
RTC,IRM,F_40
CDP,IRM,F_35
NAR,IRM,F_35
SUB,IRM,F_30
MGB_G,IRM,F_30
NAG,KHA,F_50
UPL,KHA,F_50
STD,KHA,F_45
NGR,KHA,F_45
HSG,KHA,F_45
TAR,KHA,F_45
MET,KHA,F_40
SEC_E,KHA,F_40
PRG,KHA,F_35
PAR,KHA,F_35
ROP,KHA,F_30
PRN,KHA,F_30
BEG,KHA,F_25
AME_B,KHA,F_15
MUN,KHA,F_15
YUG,KHA,F_25
JR5,KHA,F_30
JCP,KHA,F_30
PED,KHA,F_35
MAD,KHA,F_35
DGC,KHA,F_40
HTC,KHA,F_40
RDG,KHA,F_40
MYP,KHA,F_45
JNT,KHA,F_40
KPH,KHA,F_40
KUK,KHA,F_35
BLR,KHA,F_35
MSP,KHA,F_30
BTN,KHA,F_30
ERA,KHA,F_25
ESI,KHA,F_25
SRN,KHA,F_15
AME_R,KHA,F_15
PUN,KHA,F_15
IRM,KHA,F_10
KHA,KHA,F_10
LKP,KHA,F_10
ASM,KHA,F_15
NAM,KHA,F_15
GAB,KHA,F_15
OMC,KHA,F_25
MGB_R,KHA,F_25
MKL,KHA,F_30
NEM,KHA,F_30
MSB,KHA,F_35
DSN,KHA,F_35
CHP,KHA,F_40
VOM,KHA,F_40
LBN,KHA,F_40
JBS,KHA,F_35
SCR,KHA,F_40
GNH,KHA,F_40
MSH,KHA,F_40
RTC,KHA,F_35
CDP,KHA,F_35
NAR,KHA,F_30
SUB,KHA,F_25
MGB_G,KHA,F_25
NAG,LKP,F_50
UPL,LKP,F_50
STD,LKP,F_50
NGR,LKP,F_45
HSG,LKP,F_45
TAR,LKP,F_45
MET,LKP,F_45
SEC_E,LKP,F_40
PRG,LKP,F_40
PAR,LKP,F_35
ROP,LKP,F_35
PRN,LKP,F_30
BEG,LKP,F_25
AME_B,LKP,F_25
MUN,LKP,F_25
YUG,LKP,F_30
JR5,LKP,F_30
JCP,LKP,F_35
PED,LKP,F_35
MAD,LKP,F_40
DGC,LKP,F_40
HTC,LKP,F_40
RDG,LKP,F_45
MYP,LKP,F_45
JNT,LKP,F_40
KPH,LKP,F_40
KUK,LKP,F_40
BLR,LKP,F_35
MSP,LKP,F_35
BTN,LKP,F_30
ERA,LKP,F_30
ESI,LKP,F_25
SRN,LKP,F_25
AME_R,LKP,F_25
PUN,LKP,F_15
IRM,LKP,F_15
KHA,LKP,F_10
LKP,LKP,F_10
ASM,LKP,F_10
NAM,LKP,F_10
GAB,LKP,F_15
OMC,LKP,F_15
MGB_R,LKP,F_25
MKL,LKP,F_25
NEM,LKP,F_30
MSB,LKP,F_30
DSN,LKP,F_35
CHP,LKP,F_35
VOM,LKP,F_40
LBN,LKP,F_40
JBS,LKP,F_40
SCR,LKP,F_40
GNH,LKP,F_35
MSH,LKP,F_35
RTC,LKP,F_30
CDP,LKP,F_30
NAR,LKP,F_30
SUB,LKP,F_25
MGB_G,LKP,F_25
NAG,ASM,F_50
UPL,ASM,F_50
STD,ASM,F_50
NGR,ASM,F_50
HSG,ASM,F_45
TAR,ASM,F_45
MET,ASM,F_45
SEC_E,ASM,F_40
PRG,ASM,F_40
PAR,ASM,F_40
ROP,ASM,F_35
PRN,ASM,F_35
BEG,ASM,F_30
AME_B,ASM,F_25
MUN,ASM,F_30
YUG,ASM,F_30
JR5,ASM,F_35
JCP,ASM,F_35
PED,ASM,F_40
MAD,ASM,F_40
DGC,ASM,F_40
HTC,ASM,F_40
RDG,ASM,F_45
MYP,ASM,F_45
JNT,ASM,F_45
KPH,ASM,F_40
KUK,ASM,F_40
BLR,ASM,F_40
MSP,ASM,F_35
BTN,ASM,F_35
ERA,ASM,F_35
ESI,ASM,F_30
SRN,ASM,F_30
AME_R,ASM,F_25
PUN,ASM,F_25
IRM,ASM,F_15
KHA,ASM,F_15
LKP,ASM,F_10
ASM,ASM,F_10
NAM,ASM,F_10
GAB,ASM,F_10
OMC,ASM,F_15
MGB_R,ASM,F_15
MKL,ASM,F_15
NEM,ASM,F_25
MSB,ASM,F_30
DSN,ASM,F_30
CHP,ASM,F_35
VOM,ASM,F_35
LBN,ASM,F_40
JBS,ASM,F_40
SCR,ASM,F_40
GNH,ASM,F_35
MSH,ASM,F_35
RTC,ASM,F_30
CDP,ASM,F_30
NAR,ASM,F_25
SUB,ASM,F_15
MGB_G,ASM,F_15
NAG,NAM,F_50
UPL,NAM,F_50
STD,NAM,F_50
NGR,NAM,F_45
